dep,date,retail_and_recreation,grocery_and_pharmacy,parks,transit,workplaces,residential
Masaya,2020-05-20,-0.41,-0.36,-0.34,-0.47,-0.34,NA
Masaya,2020-05-21,-0.43,-0.36,-0.43,-0.44,-0.34,NA
Masaya,2020-05-22,-0.43,-0.34,-0.46,-0.39,-0.33,NA
Masaya,2020-05-23,-0.49,-0.41,-0.5,-0.47,-0.29,NA
Masaya,2020-05-24,-0.56,-0.49,-0.57,-0.52,-0.25,NA
Masaya,2020-05-25,-0.38,-0.35,-0.45,-0.42,-0.33,NA
Masaya,2020-05-26,-0.41,-0.35,-0.43,-0.47,-0.35,NA
Masaya,2020-05-27,-0.48,-0.42,-0.48,-0.47,-0.35,NA
Masaya,2020-05-28,-0.44,-0.4,-0.46,-0.42,-0.34,NA
Masaya,2020-05-29,-0.45,-0.35,-0.5,-0.43,-0.33,NA
Masaya,2020-05-30,-0.38,-0.28,-0.48,-0.34,-0.27,NA
Masaya,2020-05-31,-0.6,-0.47,-0.61,-0.52,-0.29,NA
Masaya,2020-06-01,-0.36,-0.32,-0.41,-0.42,-0.28,NA
Masaya,2020-06-02,-0.43,-0.36,-0.43,-0.45,-0.31,NA
Masaya,2020-06-03,-0.45,-0.39,-0.48,-0.49,-0.32,NA
Masaya,2020-06-04,-0.44,-0.4,-0.51,-0.51,-0.35,NA
Masaya,2020-06-05,-0.42,-0.36,-0.49,-0.47,-0.3,NA
Masaya,2020-06-06,-0.46,-0.34,-0.48,-0.45,-0.24,NA
Masaya,2020-06-07,-0.52,-0.36,-0.48,-0.44,-0.18,NA
Masaya,2020-06-08,-0.31,-0.28,-0.39,-0.34,-0.27,NA
Masaya,2020-06-09,-0.36,-0.31,-0.42,-0.37,-0.29,NA
Masaya,2020-06-10,-0.37,-0.34,-0.43,-0.47,-0.28,NA
Masaya,2020-06-11,-0.38,-0.32,-0.4,-0.42,-0.29,NA
Masaya,2020-06-12,-0.38,-0.35,-0.44,-0.42,-0.25,NA
Masaya,2020-06-13,-0.38,-0.28,-0.45,-0.38,-0.21,NA
Masaya,2020-06-14,-0.46,-0.32,-0.47,-0.33,-0.13,NA
Masaya,2020-06-15,-0.25,-0.23,-0.28,-0.3,-0.24,0.14
Masaya,2020-06-16,-0.27,-0.21,-0.21,-0.3,-0.24,0.14
Masaya,2020-06-17,-0.28,-0.27,-0.29,-0.35,-0.24,0.14
Masaya,2020-06-18,-0.31,-0.28,-0.33,-0.39,-0.27,0.15
Masaya,2020-06-19,-0.3,-0.26,-0.33,-0.38,-0.23,0.13
Masaya,2020-06-20,-0.36,-0.29,-0.4,-0.4,-0.18,NA
Masaya,2020-06-21,-0.46,-0.36,-0.51,-0.46,-0.14,NA
Masaya,2020-06-22,-0.25,-0.24,-0.29,-0.33,-0.23,0.15
Masaya,2020-06-23,-0.19,-0.17,-0.32,-0.29,-0.24,0.13
Masaya,2020-06-24,-0.33,-0.27,-0.39,-0.43,-0.24,0.14
Masaya,2020-06-25,-0.29,-0.27,-0.32,-0.37,-0.25,0.15
Masaya,2020-06-26,-0.32,-0.24,-0.35,-0.35,-0.23,0.14
Masaya,2020-06-27,-0.35,-0.29,-0.38,-0.42,-0.21,NA
Masaya,2020-06-28,-0.42,-0.35,-0.51,-0.3,-0.2,NA
Masaya,2020-06-29,-0.21,-0.24,-0.3,-0.32,-0.26,NA
Masaya,2020-06-30,-0.21,-0.17,-0.33,-0.38,-0.24,0.13
Masaya,2020-07-01,-0.23,-0.16,-0.27,-0.38,-0.25,0.13
Masaya,2020-07-02,-0.25,-0.19,-0.25,-0.37,-0.26,0.13
Masaya,2020-07-03,-0.23,-0.16,-0.3,-0.36,-0.23,0.13
Masaya,2020-07-04,-0.26,-0.2,-0.35,-0.45,-0.16,NA
Masaya,2020-07-05,-0.31,-0.25,-0.31,-0.39,-0.14,NA
Masaya,2020-07-06,-0.19,-0.17,-0.24,-0.33,-0.25,0.14
Masaya,2020-07-07,-0.22,-0.18,-0.32,-0.32,-0.26,0.13
Masaya,2020-07-08,-0.2,-0.21,-0.27,-0.38,-0.25,0.13
Masaya,2020-07-09,-0.26,-0.25,-0.3,-0.39,-0.26,0.14
Masaya,2020-07-10,-0.25,-0.23,-0.31,-0.36,-0.23,0.13
Masaya,2020-07-11,-0.27,-0.2,-0.28,-0.37,-0.15,NA
Masaya,2020-07-12,-0.33,-0.27,-0.33,-0.38,-0.13,NA
Masaya,2020-07-13,-0.21,-0.21,-0.24,-0.35,-0.2,0.12
Masaya,2020-07-14,-0.23,-0.19,-0.26,-0.32,-0.23,0.12
Masaya,2020-07-15,-0.15,-0.14,-0.22,-0.39,-0.18,0.11
Masaya,2020-07-16,-0.12,-0.11,-0.27,-0.3,-0.21,0.11
Masaya,2020-07-17,-0.11,-0.11,-0.23,-0.31,-0.17,0.11
Masaya,2020-07-18,-0.18,-0.11,-0.16,-0.32,-0.14,NA
Masaya,2020-07-19,-0.32,-0.28,-0.32,-0.42,-0.13,NA
Masaya,2020-07-20,-0.12,-0.18,-0.19,-0.26,-0.52,NA
Masaya,2020-07-21,-0.17,-0.16,-0.26,-0.27,-0.19,0.11
Masaya,2020-07-22,-0.19,-0.17,-0.26,-0.33,-0.17,0.11
Masaya,2020-07-23,-0.24,-0.19,-0.31,-0.36,-0.19,0.12
Masaya,2020-07-24,-0.18,-0.17,-0.22,-0.37,-0.16,0.11
Masaya,2020-07-25,-0.2,-0.18,-0.2,-0.39,-0.11,NA
Masaya,2020-07-26,-0.22,-0.23,-0.22,-0.33,-0.09,NA
Masaya,2020-07-27,-0.17,-0.18,-0.2,-0.31,-0.21,0.12
Masaya,2020-07-28,-0.22,-0.21,-0.3,-0.38,-0.21,0.12
Masaya,2020-07-29,-0.17,-0.2,-0.24,-0.35,-0.2,0.11
Masaya,2020-07-30,-0.15,-0.15,-0.2,-0.31,-0.22,0.11
Masaya,2020-07-31,-0.11,-0.09,-0.19,-0.29,-0.18,0.1
Masaya,2020-08-01,-0.12,-0.07,-0.14,-0.3,-0.23,NA
Masaya,2020-08-02,-0.2,-0.19,-0.21,-0.33,-0.11,NA
Masaya,2020-08-03,-0.18,-0.14,-0.13,-0.25,-0.21,0.1
Masaya,2020-08-04,-0.14,-0.14,-0.17,-0.33,-0.21,0.1
Masaya,2020-08-05,-0.13,-0.13,-0.16,-0.35,-0.22,0.08
Masaya,2020-08-06,-0.18,-0.1,-0.2,-0.35,-0.22,0.09
Masaya,2020-08-07,-0.17,-0.14,-0.17,-0.32,-0.18,0.08
Masaya,2020-08-08,-0.15,-0.13,-0.14,-0.36,-0.15,NA
Masaya,2020-08-09,-0.23,-0.19,-0.22,-0.37,-0.12,NA
Masaya,2020-08-10,0.04,-0.04,0.02,-0.29,-0.34,NA
Masaya,2020-08-11,-0.19,-0.17,-0.11,-0.34,-0.19,0.08
Masaya,2020-08-12,-0.16,-0.16,-0.14,-0.4,-0.18,0.08
Masaya,2020-08-13,-0.2,-0.16,-0.19,-0.44,-0.2,0.09
Masaya,2020-08-14,-0.14,-0.09,-0.16,-0.33,-0.16,0.08
Masaya,2020-08-15,-0.18,-0.15,-0.23,-0.43,-0.16,NA
Masaya,2020-08-16,-0.17,-0.1,-0.19,-0.32,-0.12,NA
Masaya,2020-08-17,NA,NA,NA,NA,NA,0.08
Masaya,2020-08-18,NA,NA,NA,NA,NA,0.09
Masaya,2020-08-19,NA,NA,NA,NA,NA,0.08
Masaya,2020-08-20,NA,NA,NA,NA,NA,0.08
Masaya,2020-08-21,NA,NA,NA,NA,NA,0.13
Masaya,2020-08-24,NA,NA,NA,NA,NA,0.07
Masaya,2020-08-25,NA,NA,NA,NA,NA,0.09
Masaya,2020-08-26,NA,NA,NA,NA,NA,0.08
Masaya,2020-08-27,NA,NA,NA,NA,NA,0.09
Masaya,2020-08-28,NA,NA,NA,NA,NA,0.07
Masaya,2020-08-31,NA,NA,NA,NA,NA,0.07
Masaya,2020-09-01,NA,NA,NA,NA,NA,0.07
Masaya,2020-09-02,NA,NA,NA,NA,NA,0.07
Masaya,2020-09-03,NA,NA,NA,NA,NA,0.08
Masaya,2020-09-04,NA,NA,NA,NA,NA,0.07
Masaya,2020-09-07,NA,NA,NA,NA,NA,0.08
Masaya,2020-09-08,NA,NA,NA,NA,NA,0.08
Masaya,2020-09-09,NA,NA,NA,NA,NA,0.07
Masaya,2020-09-10,NA,NA,NA,NA,NA,0.08
Masaya,2020-09-11,-0.1,-0.1,-0.07,-0.26,-0.15,0.06
Masaya,2020-09-12,-0.09,-0.08,-0.03,-0.31,-0.19,NA
Masaya,2020-09-13,-0.18,-0.17,-0.07,-0.27,-0.17,NA
Masaya,2020-09-14,0.02,-0.15,0.03,-0.31,-0.55,NA
Masaya,2020-09-15,-0.01,-0.12,0.09,-0.28,-0.6,NA
Masaya,2020-09-16,-0.03,-0.05,0.05,-0.24,-0.3,NA
Masaya,2020-09-17,-0.1,-0.13,-0.1,-0.31,-0.35,NA
Masaya,2020-09-18,-0.1,-0.08,-0.11,-0.22,-0.29,NA
Masaya,2020-09-19,-0.14,-0.14,-0.06,-0.31,-0.2,NA
Masaya,2020-09-20,-0.15,-0.16,0.01,-0.29,-0.13,NA
Masaya,2020-09-21,-0.07,-0.11,-0.01,-0.26,-0.15,0.08
Masaya,2020-09-22,-0.13,-0.1,-0.09,-0.23,-0.15,0.09
Masaya,2020-09-23,-0.16,-0.1,-0.15,-0.28,-0.14,0.06
Masaya,2020-09-24,-0.17,-0.14,-0.21,-0.31,-0.16,0.09
Masaya,2020-09-25,-0.16,-0.12,-0.23,-0.29,-0.17,0.1
Masaya,2020-09-26,-0.15,-0.15,-0.14,-0.39,-0.17,0.08
Masaya,2020-09-27,-0.16,-0.18,0.02,-0.41,-0.16,NA
Masaya,2020-09-28,-0.15,-0.13,-0.16,-0.29,-0.15,0.1
Masaya,2020-09-29,-0.19,-0.16,-0.13,-0.31,-0.17,0.08
Masaya,2020-09-30,-0.19,-0.11,-0.1,-0.36,-0.27,0.06
Masaya,2020-10-01,-0.2,-0.12,-0.2,-0.31,-0.19,0.04
Masaya,2020-10-02,-0.14,-0.03,-0.08,-0.2,-0.17,0.02
Masaya,2020-10-03,-0.18,-0.09,-0.11,-0.23,-0.23,0.02
Masaya,2020-10-04,-0.23,-0.18,-0.13,-0.33,-0.24,NA
Masaya,2020-10-05,-0.13,-0.07,-0.02,-0.24,-0.17,0.03
Masaya,2020-10-06,-0.14,-0.08,-0.07,-0.2,-0.16,0.03
Masaya,2020-10-07,-0.22,-0.18,-0.17,-0.29,-0.17,0.07
Masaya,2020-10-08,-0.16,-0.14,-0.17,-0.32,-0.16,0.07
Masaya,2020-10-09,-0.17,-0.14,-0.2,-0.31,-0.13,0.08
Masaya,2020-10-10,-0.14,-0.1,-0.12,-0.26,-0.17,0.08
Masaya,2020-10-11,-0.18,-0.16,-0.09,-0.3,-0.14,NA
Masaya,2020-10-12,-0.24,-0.19,-0.24,-0.34,-0.14,0.1
Masaya,2020-10-13,-0.17,-0.12,-0.14,-0.27,-0.14,0.08
Masaya,2020-10-14,-0.15,-0.08,-0.15,-0.24,-0.11,0.06
Masaya,2020-10-15,-0.12,-0.05,-0.18,-0.23,-0.14,0.07
Masaya,2020-10-16,-0.09,0.01,-0.14,-0.13,-0.09,0.06
Masaya,2020-10-17,-0.12,-0.02,-0.11,-0.22,-0.15,0.07
Masaya,2020-10-18,-0.11,-0.05,-0.06,-0.17,-0.19,NA
Masaya,2020-10-19,-0.16,-0.05,-0.14,-0.2,-0.09,0.08
Masaya,2020-10-20,-0.16,-0.05,-0.09,-0.17,-0.12,0.08
Masaya,2020-10-21,-0.13,-0.05,-0.06,-0.21,-0.09,0.06
Masaya,2020-10-22,-0.15,-0.06,-0.03,-0.26,-0.12,0.05
Masaya,2020-10-23,-0.1,0.04,0.61,-0.2,-0.11,0.06
Masaya,2020-10-24,-0.14,-0.07,0,-0.25,-0.15,0.07
Masaya,2020-10-25,-0.24,-0.15,0,-0.4,-0.17,NA
Masaya,2020-10-26,-0.15,-0.08,-0.05,-0.24,-0.09,0.07
Masaya,2020-10-27,-0.19,-0.14,-0.08,-0.23,-0.12,0.07
Masaya,2020-10-28,-0.16,-0.14,-0.08,-0.28,-0.1,0.05
Masaya,2020-10-29,-0.14,-0.12,-0.01,-0.28,-0.12,0.06
Masaya,2020-10-30,-0.12,-0.07,-0.12,-0.2,-0.11,0.06
Masaya,2020-10-31,-0.11,-0.05,-0.02,-0.29,-0.14,0.06
Masaya,2020-11-01,-0.16,-0.08,0,-0.26,-0.18,NA
Masaya,2020-11-02,-0.08,-0.03,-0.04,-0.24,-0.36,0.12
Masaya,2020-11-03,-0.28,-0.18,-0.25,-0.29,-0.14,0.09
Masaya,2020-11-04,-0.36,-0.3,-0.34,-0.46,-0.18,0.11
Masaya,2020-11-05,-0.25,-0.15,-0.19,-0.34,-0.14,0.08
Masaya,2020-11-06,-0.37,-0.3,-0.41,-0.44,-0.16,0.11
Masaya,2020-11-07,-0.19,-0.12,-0.15,-0.38,-0.13,0.08
Masaya,2020-11-08,-0.24,-0.17,-0.09,-0.42,-0.16,NA
Masaya,2020-11-09,-0.15,-0.15,-0.06,-0.35,-0.07,0.05
Masaya,2020-11-10,-0.19,-0.15,-0.14,-0.34,-0.09,0.07
Masaya,2020-11-11,-0.16,-0.13,-0.09,-0.29,-0.09,0.06
Masaya,2020-11-12,-0.17,-0.13,-0.14,-0.34,-0.11,0.06
Masaya,2020-11-13,-0.11,-0.05,-0.06,-0.22,-0.09,0.04
Masaya,2020-11-14,-0.07,-0.01,-0.03,-0.36,-0.11,0.04
Masaya,2020-11-15,-0.09,0,0.05,-0.28,-0.16,NA
Masaya,2020-11-16,-0.11,-0.01,-0.07,-0.25,-0.06,0.05
Masaya,2020-11-17,-0.51,-0.47,-0.56,-0.58,-0.3,0.18
Masaya,2020-11-18,-0.21,-0.22,-0.11,-0.28,-0.13,0.08
Masaya,2020-11-19,-0.17,-0.26,-0.03,-0.12,-0.06,0.05
Masaya,2020-11-20,-0.11,-0.26,-0.03,0.02,-0.03,0.04
Masaya,2020-11-21,-0.09,-0.24,0.02,0.06,-0.07,0.04
Masaya,2020-11-22,-0.1,-0.23,0.03,0.09,-0.05,NA
Masaya,2020-11-23,-0.08,-0.25,0.01,-0.02,-0.01,0.05
Masaya,2020-11-24,-0.12,-0.25,0.04,0.02,-0.04,0.06
Masaya,2020-11-25,-0.2,-0.3,-0.11,-0.09,-0.03,0.06
Masaya,2020-11-26,-0.19,-0.29,-0.13,-0.08,-0.08,0.05
Masaya,2020-11-27,-0.11,-0.21,-0.06,-0.1,-0.04,0.03
Masaya,2020-11-28,-0.04,-0.2,0.08,0.08,-0.02,0.04
Masaya,2020-11-29,0,-0.15,0.17,0.3,0,NA
Masaya,2020-11-30,-0.07,-0.2,0.02,0.04,-0.01,0.05
Masaya,2020-12-01,-0.04,-0.17,0.05,0.09,-0.05,0.05
Masaya,2020-12-02,-0.07,-0.21,0.06,0.09,-0.01,0.04
Masaya,2020-12-03,-0.03,-0.18,0.03,0.12,-0.04,0.04
Masaya,2020-12-04,0,-0.14,0.11,0.21,0.02,0.02
Masaya,2020-12-05,-0.04,-0.15,0.08,0.3,0.02,0.02
Masaya,2020-12-06,0.01,-0.13,0.23,0.49,0.03,NA
Masaya,2020-12-07,0.22,-0.05,0.56,0.2,-0.25,0.06
Masaya,2020-12-08,0.04,-0.24,0.15,0.13,-0.54,0.14
Masaya,2020-12-09,-0.02,-0.17,0.13,0.19,-0.03,0.03
Masaya,2020-12-10,-0.01,-0.12,0.16,0.25,-0.06,0.04
Masaya,2020-12-11,-0.02,-0.13,0.1,0.3,-0.04,0.04
Masaya,2020-12-12,-0.04,-0.19,0.15,0.21,0.01,0.03
Masaya,2020-12-13,-0.08,-0.17,0.18,0.33,0.01,NA
Masaya,2020-12-14,0.01,-0.13,0.06,0.09,-0.07,0.07
Masaya,2020-12-15,-0.05,-0.12,0.11,0.14,-0.08,0.07
Masaya,2020-12-16,-0.02,-0.1,0.12,0.15,-0.06,0.05
Masaya,2020-12-17,-0.03,-0.1,0.06,0.16,-0.09,0.05
Masaya,2020-12-18,-0.02,-0.13,0.04,0.22,-0.06,0.06
Masaya,2020-12-19,-0.02,-0.11,0.14,0.2,0.01,0.04
Masaya,2020-12-20,0.02,-0.09,0.2,0.46,0.09,NA
Masaya,2020-12-21,0.1,-0.08,0.19,0.31,-0.16,0.08
Masaya,2020-12-22,0.12,-0.03,0.17,0.4,-0.2,0.07
Masaya,2020-12-23,0.18,0.04,0.29,0.54,-0.17,0.05
Masaya,2020-12-24,0.22,0.19,0.53,0.73,-0.3,0.05
Masaya,2020-12-25,-0.09,-0.42,0.09,-0.52,-0.71,0.18
Masaya,2020-12-26,-0.12,-0.23,0.06,0.12,-0.18,0.09
Masaya,2020-12-27,-0.09,-0.26,0.1,0.08,0.05,NA
Masaya,2020-12-28,0.05,-0.14,0.13,0.13,-0.25,0.11
Masaya,2020-12-29,0.05,-0.13,0.1,0.14,-0.28,0.11
Masaya,2020-12-30,0.16,0.02,0.43,0.42,-0.24,0.07
Masaya,2020-12-31,0.18,0.17,0.53,0.63,-0.34,0.06
Masaya,2021-01-01,-0.07,-0.45,0.27,-0.53,-0.7,0.18
Masaya,2021-01-02,-0.12,-0.24,0.05,-0.04,-0.3,0.11
Masaya,2021-01-03,-0.15,-0.28,0.02,-0.01,-0.08,NA
Masaya,2021-01-04,-0.03,-0.21,0.06,0.03,-0.13,0.09
Masaya,2021-01-05,-0.01,-0.19,0.03,-0.05,-0.14,0.11
Masaya,2021-01-06,-0.04,-0.15,0.1,0.02,-0.11,0.09
Masaya,2021-01-07,-0.06,-0.2,0.01,-0.02,-0.11,0.08
Masaya,2021-01-08,-0.03,-0.1,0,0.06,-0.07,0.06
Masaya,2021-01-09,-0.05,-0.18,0,0.03,-0.01,0.04
Masaya,2021-01-10,-0.05,-0.18,0.05,0.1,-0.01,NA
Masaya,2021-01-11,0,-0.17,0.07,0.05,-0.07,0.05
Masaya,2021-01-12,-0.03,-0.21,0.01,-0.03,-0.11,0.06
Masaya,2021-01-13,-0.06,-0.25,-0.05,-0.03,-0.12,0.02
Masaya,2021-01-14,-0.09,-0.27,-0.08,-0.03,-0.17,0.04
Masaya,2021-01-15,-0.03,-0.23,-0.07,0.09,-0.15,0.03
Masaya,2021-01-16,-0.08,-0.23,-0.11,0.14,-0.15,0.02
Masaya,2021-01-17,-0.06,-0.24,0,0.24,-0.17,NA
Masaya,2021-01-18,-0.04,-0.25,-0.08,0.14,-0.15,0.04
Masaya,2021-01-19,-0.06,-0.26,-0.06,0.11,-0.17,0.03
Masaya,2021-01-20,-0.03,-0.25,-0.03,0.08,-0.12,0.02
Masaya,2021-01-21,-0.1,-0.28,-0.13,0.04,-0.15,0.04
Masaya,2021-01-22,-0.03,-0.24,-0.05,0.13,-0.14,0.02
Masaya,2021-01-23,-0.09,-0.26,-0.05,0.25,-0.09,0.03
Masaya,2021-01-24,-0.08,-0.27,0,0.22,-0.08,NA
Masaya,2021-01-25,-0.02,-0.25,-0.01,0.14,-0.1,0.03
Masaya,2021-01-26,-0.08,-0.27,-0.04,0.12,-0.14,0.03
Masaya,2021-01-27,-0.05,-0.23,-0.03,0.08,-0.1,0.03
Masaya,2021-01-28,-0.06,-0.24,-0.06,0.07,-0.13,0.03
Masaya,2021-01-29,-0.03,-0.16,-0.04,0.12,-0.1,0
Masaya,2021-01-30,-0.01,-0.14,0.07,0.35,-0.06,-0.02
Masaya,2021-01-31,0.02,-0.12,0.06,0.6,-0.06,NA
Masaya,2021-02-01,0.01,-0.17,0.12,0.21,-0.07,-0.01
Masaya,2021-02-02,-0.05,-0.19,0.05,0.27,-0.09,0
Masaya,2021-02-03,-0.09,-0.27,0,0.17,-0.08,-0.01
Masaya,2021-02-04,-0.13,-0.26,-0.01,0.08,-0.1,-0.01
Masaya,2021-02-05,-0.07,-0.2,0.01,0.19,-0.07,-0.01
Matagalpa,2020-02-15,-0.05,0.04,0.08,0.03,0.02,NA
Matagalpa,2020-02-16,0,0.04,0.22,0.1,0.12,NA
Matagalpa,2020-02-17,-0.07,0.06,0.02,0.03,0.11,-0.01
Matagalpa,2020-02-18,-0.11,0.01,-0.03,0.04,0.12,-0.01
Matagalpa,2020-02-19,-0.09,-0.05,0,-0.02,0.11,-0.01
Matagalpa,2020-02-20,-0.07,-0.02,-0.05,-0.03,0.11,0.01
Matagalpa,2020-02-21,-0.06,-0.03,-0.03,0.03,0.15,-0.01
Matagalpa,2020-02-22,-0.07,0.05,0,0.06,0.04,NA
Matagalpa,2020-02-23,-0.11,-0.03,-0.02,0.02,0.04,NA
Matagalpa,2020-02-24,-0.07,-0.02,-0.04,-0.01,0.13,0
Matagalpa,2020-02-25,-0.06,-0.03,-0.04,0.01,0.15,0
Matagalpa,2020-02-26,-0.06,-0.07,-0.02,-0.03,0.14,-0.01
Matagalpa,2020-02-27,-0.07,-0.05,-0.11,-0.07,0.1,-0.01
Matagalpa,2020-02-28,-0.06,-0.01,-0.03,0.01,0.14,-0.01
Matagalpa,2020-02-29,-0.05,0.09,-0.01,0.05,0.05,NA
Matagalpa,2020-03-01,-0.08,0.09,-0.03,0.05,0.07,NA
Matagalpa,2020-03-02,-0.01,0.03,-0.04,0.01,0.14,0
Matagalpa,2020-03-03,-0.03,0.03,-0.03,0.05,0.17,-0.01
Matagalpa,2020-03-04,-0.03,0,-0.06,0.02,0.16,-0.01
Matagalpa,2020-03-05,-0.04,0.09,-0.01,-0.02,0.16,-0.01
Matagalpa,2020-03-06,-0.05,0.07,-0.03,0.07,0.17,-0.02
Matagalpa,2020-03-07,-0.04,0.07,0.01,0.07,0.03,NA
Matagalpa,2020-03-08,-0.1,0.02,-0.04,0.07,0.08,NA
Matagalpa,2020-03-09,-0.03,0.03,-0.1,0.02,0.18,-0.01
Matagalpa,2020-03-10,-0.06,0.03,-0.12,0.09,0.2,0
Matagalpa,2020-03-11,-0.05,0,-0.04,-0.03,0.13,0
Matagalpa,2020-03-12,-0.09,0.02,-0.07,0.04,0.15,-0.01
Matagalpa,2020-03-13,-0.1,0.04,-0.05,-0.01,0.18,-0.01
Matagalpa,2020-03-14,-0.09,0.13,-0.04,0.03,0.04,NA
Matagalpa,2020-03-15,-0.15,0.05,0.02,0.08,0.06,NA
Matagalpa,2020-03-16,-0.06,0.06,-0.05,0.08,0.16,-0.01
Matagalpa,2020-03-17,-0.07,0.1,-0.01,0.07,0.19,-0.02
Matagalpa,2020-03-18,-0.09,0.07,-0.05,-0.09,0.15,-0.01
Matagalpa,2020-03-19,-0.15,0.19,-0.15,0,0.07,0.02
Matagalpa,2020-03-20,-0.22,-0.02,-0.22,0.02,0.02,NA
Matagalpa,2020-03-21,-0.34,-0.08,-0.25,-0.12,-0.08,NA
Matagalpa,2020-03-22,-0.46,-0.25,-0.35,-0.17,-0.12,NA
Matagalpa,2020-03-23,-0.26,-0.11,-0.23,-0.16,-0.04,NA
Matagalpa,2020-03-24,-0.29,-0.17,-0.24,-0.13,-0.04,NA
Matagalpa,2020-03-25,-0.29,-0.21,-0.26,-0.23,-0.07,NA
Matagalpa,2020-03-26,-0.33,-0.26,-0.29,-0.18,-0.06,NA
Matagalpa,2020-03-27,-0.36,-0.26,-0.28,-0.2,-0.08,NA
Matagalpa,2020-03-28,-0.39,-0.2,-0.26,-0.22,-0.12,NA
Matagalpa,2020-03-29,-0.44,-0.25,-0.31,-0.24,-0.08,NA
Matagalpa,2020-03-30,-0.31,-0.22,-0.26,-0.22,-0.06,NA
Matagalpa,2020-03-31,-0.27,-0.15,-0.21,-0.16,-0.06,NA
Matagalpa,2020-04-01,-0.3,-0.16,-0.21,-0.25,-0.07,NA
Matagalpa,2020-04-02,-0.3,-0.14,-0.19,-0.23,-0.08,NA
Matagalpa,2020-04-03,-0.29,-0.15,-0.24,-0.15,-0.07,NA
Matagalpa,2020-04-04,-0.34,-0.15,-0.21,-0.18,-0.14,NA
Matagalpa,2020-04-05,-0.42,-0.25,-0.28,-0.24,-0.13,NA
Matagalpa,2020-04-06,-0.26,-0.14,-0.22,-0.17,-0.26,NA
Matagalpa,2020-04-07,-0.27,-0.12,-0.2,-0.11,-0.26,NA
Matagalpa,2020-04-08,-0.27,-0.09,-0.21,-0.08,-0.3,NA
Matagalpa,2020-04-09,-0.57,-0.43,-0.35,-0.55,-0.55,NA
Matagalpa,2020-04-10,-0.64,-0.62,-0.4,-0.7,-0.6,NA
Matagalpa,2020-04-11,-0.57,-0.41,-0.35,-0.47,-0.45,NA
Matagalpa,2020-04-12,-0.5,-0.35,-0.33,-0.36,-0.26,NA
Matagalpa,2020-04-13,-0.23,-0.15,-0.21,-0.18,-0.22,NA
Matagalpa,2020-04-14,-0.28,-0.17,-0.23,-0.13,-0.17,NA
Matagalpa,2020-04-15,-0.24,-0.15,-0.22,-0.2,-0.14,NA
Matagalpa,2020-04-16,-0.23,-0.1,-0.2,-0.12,-0.15,NA
Matagalpa,2020-04-17,-0.25,-0.11,-0.23,-0.17,-0.08,NA
Matagalpa,2020-04-18,-0.27,-0.1,-0.2,-0.15,-0.08,NA
Matagalpa,2020-04-19,-0.34,-0.15,-0.27,-0.24,-0.08,NA
Matagalpa,2020-04-20,-0.17,-0.1,-0.18,-0.17,0.01,NA
Matagalpa,2020-04-21,-0.2,-0.13,-0.21,-0.07,0.03,NA
Matagalpa,2020-04-22,-0.19,-0.16,-0.2,-0.15,-0.01,NA
Matagalpa,2020-04-23,-0.21,-0.13,-0.21,-0.17,-0.01,NA
Matagalpa,2020-04-24,-0.23,-0.16,-0.23,-0.14,-0.03,NA
Matagalpa,2020-04-25,-0.27,-0.15,-0.23,-0.2,-0.06,NA
Matagalpa,2020-04-26,-0.36,-0.19,-0.25,-0.24,-0.05,NA
Matagalpa,2020-04-27,-0.19,-0.13,-0.2,-0.16,0.03,NA
Matagalpa,2020-04-28,-0.16,-0.08,-0.17,-0.07,0.04,0.02
Matagalpa,2020-04-29,-0.22,-0.14,-0.16,-0.12,0.01,NA
Matagalpa,2020-04-30,-0.19,0.01,-0.12,-0.09,0,NA
Matagalpa,2020-05-01,-0.32,-0.14,-0.27,-0.15,-0.33,NA
Matagalpa,2020-05-02,-0.23,0.03,-0.18,-0.13,-0.09,NA
Matagalpa,2020-05-03,-0.33,-0.12,-0.22,-0.16,-0.1,NA
Matagalpa,2020-05-04,-0.22,-0.06,-0.18,-0.08,0.02,NA
Matagalpa,2020-05-05,-0.17,-0.02,-0.16,-0.09,0.05,NA
Matagalpa,2020-05-06,-0.19,-0.06,-0.14,-0.16,0,NA
Matagalpa,2020-05-07,-0.16,-0.07,-0.18,-0.13,0,NA
Matagalpa,2020-05-08,-0.21,-0.05,-0.18,-0.15,0,NA
Matagalpa,2020-05-09,-0.26,-0.04,-0.2,-0.24,-0.07,NA
Matagalpa,2020-05-10,-0.36,-0.15,-0.31,-0.27,-0.11,NA
Matagalpa,2020-05-11,-0.2,-0.04,-0.2,-0.15,-0.03,NA
Matagalpa,2020-05-12,-0.23,-0.08,-0.24,-0.15,-0.04,NA
Matagalpa,2020-05-13,-0.23,-0.13,-0.23,-0.19,-0.06,NA
Matagalpa,2020-05-14,-0.25,-0.07,-0.2,-0.25,-0.07,NA
Matagalpa,2020-05-15,-0.25,-0.04,-0.2,-0.16,-0.05,NA
Matagalpa,2020-05-16,-0.3,-0.02,-0.22,-0.22,-0.07,NA
Matagalpa,2020-05-17,-0.37,-0.18,-0.32,-0.26,-0.13,NA
Matagalpa,2020-05-18,-0.23,-0.08,-0.27,-0.19,-0.06,NA
Matagalpa,2020-05-19,-0.3,-0.22,-0.34,-0.14,-0.08,NA
